bank_entry_id,settlement_batch_id,booked_at,credited_amount,currency,bank_reference,description
SYNTH-BANK-000121,SYNTH-BATCH-PROC-ONLY-000019,2026-01-02T19:00:00Z,571.68,USD,SYNTH-BANK-REF-000121,Synthetic settlement for SYNTH-BATCH-PROC-ONLY-000019
SYNTH-BANK-000122,SYNTH-BATCH-PROC-ONLY-000020,2026-01-02T20:00:00Z,616.83,USD,SYNTH-BANK-REF-000122,Synthetic settlement for SYNTH-BATCH-PROC-ONLY-000020
SYNTH-BANK-000123,SYNTH-BATCH-REFUND-000023,2026-01-11T02:41:02Z,-718.58,USD,SYNTH-BANK-REF-000123,Synthetic settlement for SYNTH-BATCH-REFUND-000023
SYNTH-BANK-000124,SYNTH-BATCH-REFUND-000028,2026-01-16T14:30:33Z,-607.81,USD,SYNTH-BANK-REF-000124,Synthetic settlement for SYNTH-BATCH-REFUND-000028
SYNTH-BANK-000125,SYNTH-BATCH-REFUND-000120,2026-01-10T00:01:40Z,-774.42,EUR,SYNTH-BANK-REF-000125,Synthetic settlement for SYNTH-BATCH-REFUND-000120
SYNTH-BANK-000126,SYNTH-BATCH-REFUND-000135,2026-01-11T09:21:55Z,-631.87,USD,SYNTH-BANK-REF-000126,Synthetic settlement for SYNTH-BATCH-REFUND-000135
SYNTH-BANK-000127,SYNTH-BATCH-REFUND-000146,2026-01-08T09:43:29Z,-1472.02,USD,SYNTH-BANK-REF-000127,Synthetic settlement for SYNTH-BATCH-REFUND-000146
SYNTH-BANK-000128,SYNTH-BATCH-REFUND-000170,2026-01-04T14:46:49Z,-293.02,EUR,SYNTH-BANK-REF-000128,Synthetic settlement for SYNTH-BATCH-REFUND-000170
SYNTH-BANK-000129,SYNTH-BATCH-REFUND-000185,2026-01-05T23:12:04Z,-518.08,USD,SYNTH-BANK-REF-000129,Synthetic settlement for SYNTH-BATCH-REFUND-000185
SYNTH-BANK-000130,SYNTH-BATCH-REFUND-000190,2026-01-10T09:58:34Z,-439.33,EUR,SYNTH-BANK-REF-000130,Synthetic settlement for SYNTH-BATCH-REFUND-000190
SYNTH-BANK-000131,SYNTH-BATCH-REFUND-000205,2026-01-11T19:24:27Z,-16.93,USD,SYNTH-BANK-REF-000131,Synthetic settlement for SYNTH-BATCH-REFUND-000205
SYNTH-BANK-000132,SYNTH-BATCH-REFUND-000213,2026-01-05T13:31:22Z,-1351.31,USD,SYNTH-BANK-REF-000132,Synthetic settlement for SYNTH-BATCH-REFUND-000213
SYNTH-BANK-000133,SYNTH-BATCH-REFUND-000224,2026-01-16T13:12:09Z,-127.66,USD,SYNTH-BANK-REF-000133,Synthetic settlement for SYNTH-BATCH-REFUND-000224
SYNTH-BANK-000134,SYNTH-BATCH-REFUND-000230,2026-01-08T02:49:46Z,-714.93,EUR,SYNTH-BANK-REF-000134,Synthetic settlement for SYNTH-BATCH-REFUND-000230
SYNTH-BANK-000135,SYNTH-BATCH-REFUND-000261,2026-01-11T22:55:57Z,-1149.16,GBP,SYNTH-BANK-REF-000135,Synthetic settlement for SYNTH-BATCH-REFUND-000261
SYNTH-BANK-000136,SYNTH-BATCH-REFUND-000264,2026-01-14T05:40:07Z,-474.78,USD,SYNTH-BANK-REF-000136,Synthetic settlement for SYNTH-BATCH-REFUND-000264
SYNTH-BANK-000137,SYNTH-BATCH-REFUND-000295,2026-01-03T01:03:36Z,-2282.78,USD,SYNTH-BANK-REF-000137,Synthetic settlement for SYNTH-BATCH-REFUND-000295
SYNTH-BANK-000138,SYNTH-BATCH-REFUND-000350,2026-01-16T02:16:18Z,-2107.51,EUR,SYNTH-BANK-REF-000138,Synthetic settlement for SYNTH-BATCH-REFUND-000350
SYNTH-BANK-000139,SYNTH-BATCH-REFUND-000367,2026-01-05T16:08:49Z,-639.99,USD,SYNTH-BANK-REF-000139,Synthetic settlement for SYNTH-BATCH-REFUND-000367
SYNTH-BANK-000140,SYNTH-BATCH-REFUND-000382,2026-01-06T01:07:32Z,-847.58,USD,SYNTH-BANK-REF-000140,Synthetic settlement for SYNTH-BATCH-REFUND-000382
SYNTH-BANK-000141,SYNTH-BATCH-REFUND-000400,2026-01-10T16:41:00Z,-42.49,EUR,SYNTH-BANK-REF-000141,Synthetic settlement for SYNTH-BATCH-REFUND-000400
SYNTH-BANK-000142,SYNTH-BATCH-REFUND-000431,2026-01-13T12:54:47Z,-609.04,GBP,SYNTH-BANK-REF-000142,Synthetic settlement for SYNTH-BATCH-REFUND-000431
SYNTH-BANK-000143,SYNTH-BATCH-REFUND-000439,2026-01-07T06:14:39Z,-822.81,USD,SYNTH-BANK-REF-000143,Synthetic settlement for SYNTH-BATCH-REFUND-000439
SYNTH-BANK-000144,SYNTH-BATCH-REFUND-000445,2026-01-13T19:50:51Z,-442.42,USD,SYNTH-BANK-REF-000144,Synthetic settlement for SYNTH-BATCH-REFUND-000445
SYNTH-BANK-000145,SYNTH-BATCH-REFUND-000469,2026-01-09T00:30:24Z,-722.27,USD,SYNTH-BANK-REF-000145,Synthetic settlement for SYNTH-BATCH-REFUND-000469
SYNTH-BANK-000146,SYNTH-BATCH-REFUND-000476,2026-01-16T15:24:42Z,-952.14,USD,SYNTH-BANK-REF-000146,Synthetic settlement for SYNTH-BATCH-REFUND-000476
SYNTH-BANK-000147,SYNTH-BATCH-REFUND-000487,2026-01-13T16:01:00Z,-533.28,USD,SYNTH-BANK-REF-000147,Synthetic settlement for SYNTH-BATCH-REFUND-000487
SYNTH-BANK-000148,SYNTH-BATCH-REFUND-000518,2026-01-16T12:20:11Z,-1175.85,USD,SYNTH-BANK-REF-000148,Synthetic settlement for SYNTH-BATCH-REFUND-000518
SYNTH-BANK-000149,SYNTH-BATCH-REFUND-000608,2026-01-08T18:17:25Z,-551.57,USD,SYNTH-BANK-REF-000149,Synthetic settlement for SYNTH-BATCH-REFUND-000608
SYNTH-BANK-000150,SYNTH-BATCH-REFUND-000689,2026-01-05T04:22:23Z,-713.36,USD,SYNTH-BANK-REF-000150,Synthetic settlement for SYNTH-BATCH-REFUND-000689
SYNTH-BANK-000151,SYNTH-BATCH-REFUND-000702,2026-01-04T08:22:10Z,-1058.88,USD,SYNTH-BANK-REF-000151,Synthetic settlement for SYNTH-BATCH-REFUND-000702
SYNTH-BANK-000152,SYNTH-BATCH-REFUND-000746,2026-01-06T09:35:02Z,-764.09,USD,SYNTH-BANK-REF-000152,Synthetic settlement for SYNTH-BATCH-REFUND-000746
SYNTH-BANK-000153,SYNTH-BATCH-REFUND-000751,2026-01-11T20:16:13Z,-1070.48,GBP,SYNTH-BANK-REF-000153,Synthetic settlement for SYNTH-BATCH-REFUND-000751
SYNTH-BANK-000154,SYNTH-BATCH-REFUND-000795,2026-01-13T21:36:04Z,-2092.82,USD,SYNTH-BANK-REF-000154,Synthetic settlement for SYNTH-BATCH-REFUND-000795
SYNTH-BANK-000155,SYNTH-BATCH-REFUND-000851,2026-01-13T00:04:37Z,-20.87,GBP,SYNTH-BANK-REF-000155,Synthetic settlement for SYNTH-BATCH-REFUND-000851
SYNTH-BANK-000156,SYNTH-BATCH-REFUND-000871,2026-01-05T20:51:10Z,-1174.17,GBP,SYNTH-BANK-REF-000156,Synthetic settlement for SYNTH-BATCH-REFUND-000871
SYNTH-BANK-000157,SYNTH-BATCH-REFUND-000881,2026-01-15T18:27:38Z,-500.56,GBP,SYNTH-BANK-REF-000157,Synthetic settlement for SYNTH-BATCH-REFUND-000881
SYNTH-BANK-000158,SYNTH-BATCH-REFUND-000898,2026-01-04T07:21:05Z,-2370.52,USD,SYNTH-BANK-REF-000158,Synthetic settlement for SYNTH-BATCH-REFUND-000898
SYNTH-BANK-000159,SYNTH-BATCH-REFUND-000912,2026-01-04T14:15:41Z,-332.45,USD,SYNTH-BANK-REF-000159,Synthetic settlement for SYNTH-BATCH-REFUND-000912
SYNTH-BANK-000160,SYNTH-BATCH-REFUND-000929,2026-01-07T04:01:48Z,-701.47,USD,SYNTH-BANK-REF-000160,Synthetic settlement for SYNTH-BATCH-REFUND-000929
SYNTH-BANK-000161,SYNTH-BATCH-REFUND-000989,2026-01-11T15:49:08Z,-747.94,USD,SYNTH-BANK-REF-000161,Synthetic settlement for SYNTH-BATCH-REFUND-000989
SYNTH-BANK-000162,SYNTH-BATCH-REFUND-000995,2026-01-03T04:57:26Z,-1906.98,USD,SYNTH-BANK-REF-000162,Synthetic settlement for SYNTH-BATCH-REFUND-000995
SYNTH-BANK-000163,SYNTH-BATCH-USD-2026-01-03-0000,2026-01-02T23:27:38Z,24148.25,USD,SYNTH-BANK-REF-000163,Synthetic settlement for SYNTH-BATCH-USD-2026-01-03-0000
SYNTH-BANK-000164,SYNTH-BATCH-USD-2026-01-03-0001,2026-01-02T23:33:41Z,17242.55,USD,SYNTH-BANK-REF-000164,Synthetic settlement for SYNTH-BATCH-USD-2026-01-03-0001
SYNTH-BANK-000165,SYNTH-BATCH-USD-2026-01-03-0002,2026-01-02T23:14:01Z,17014.11,USD,SYNTH-BANK-REF-000165,Synthetic settlement for SYNTH-BATCH-USD-2026-01-03-0002
SYNTH-BANK-000166,SYNTH-BATCH-USD-2026-01-04-0000,2026-01-03T21:52:39Z,21160.5,USD,SYNTH-BANK-REF-000166,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0000
SYNTH-BANK-000167,SYNTH-BATCH-USD-2026-01-04-0001,2026-01-03T23:34:13Z,22524.5,USD,SYNTH-BANK-REF-000167,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0001
SYNTH-BANK-000168,SYNTH-BATCH-USD-2026-01-04-0002,2026-01-03T21:45:11Z,19471.96,USD,SYNTH-BANK-REF-000168,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0002
SYNTH-BANK-000169,SYNTH-BATCH-USD-2026-01-05-0000,2026-01-04T23:26:41Z,17280.76,USD,SYNTH-BANK-REF-000169,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0000
SYNTH-BANK-000170,SYNTH-BATCH-USD-2026-01-05-0001,2026-01-04T22:31:41Z,22917.55,USD,SYNTH-BANK-REF-000170,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0001
SYNTH-BANK-000171,SYNTH-BATCH-USD-2026-01-05-0002,2026-01-04T23:55:23Z,27891.98,USD,SYNTH-BANK-REF-000171,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0002
SYNTH-BANK-000172,SYNTH-BATCH-USD-2026-01-06-0000,2026-01-05T22:39:57Z,20884.57,USD,SYNTH-BANK-REF-000172,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0000
SYNTH-BANK-000173,SYNTH-BATCH-USD-2026-01-06-0001,2026-01-05T20:56:14Z,20552.98,USD,SYNTH-BANK-REF-000173,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0001
SYNTH-BANK-000174,SYNTH-BATCH-USD-2026-01-06-0002,2026-01-05T23:17:50Z,20148.13,USD,SYNTH-BANK-REF-000174,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0002
SYNTH-BANK-000175,SYNTH-BATCH-USD-2026-01-07-0000,2026-01-06T23:43:42Z,24610.36,USD,SYNTH-BANK-REF-000175,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0000
SYNTH-BANK-000176,SYNTH-BATCH-USD-2026-01-07-0001,2026-01-06T22:41:23Z,20963.7,USD,SYNTH-BANK-REF-000176,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0001
SYNTH-BANK-000177,SYNTH-BATCH-USD-2026-01-07-0002,2026-01-06T22:35:38Z,17027.57,USD,SYNTH-BANK-REF-000177,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0002
SYNTH-BANK-000178,SYNTH-BATCH-USD-2026-01-08-0000,2026-01-07T23:34:51Z,23126.11,USD,SYNTH-BANK-REF-000178,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0000
SYNTH-BANK-000179,SYNTH-BATCH-USD-2026-01-08-0001,2026-01-07T21:43:24Z,20383.81,USD,SYNTH-BANK-REF-000179,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0001
SYNTH-BANK-000180,SYNTH-BATCH-USD-2026-01-08-0002,2026-01-07T23:24:14Z,20837.25,USD,SYNTH-BANK-REF-000180,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0002
SYNTH-BANK-000181,SYNTH-BATCH-USD-2026-01-09-0000,2026-01-08T22:29:17Z,22230.26,USD,SYNTH-BANK-REF-000181,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0000
SYNTH-BANK-000182,SYNTH-BATCH-USD-2026-01-09-0001,2026-01-08T23:51:33Z,23397.6,USD,SYNTH-BANK-REF-000182,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0001
SYNTH-BANK-000183,SYNTH-BATCH-USD-2026-01-09-0002,2026-01-08T23:15:17Z,15283.14,USD,SYNTH-BANK-REF-000183,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0002
SYNTH-BANK-000184,SYNTH-BATCH-USD-2026-01-10-0000,2026-01-09T21:54:20Z,23178.33,USD,SYNTH-BANK-REF-000184,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0000
SYNTH-BANK-000185,SYNTH-BATCH-USD-2026-01-10-0001,2026-01-09T23:16:44Z,27320.27,USD,SYNTH-BANK-REF-000185,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0001
SYNTH-BANK-000186,SYNTH-BATCH-USD-2026-01-10-0002,2026-01-09T22:04:39Z,17924.21,USD,SYNTH-BANK-REF-000186,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0002
SYNTH-BANK-000187,SYNTH-BATCH-USD-2026-01-11-0000,2026-01-10T23:28:42Z,27109.53,USD,SYNTH-BANK-REF-000187,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0000
SYNTH-BANK-000188,SYNTH-BATCH-USD-2026-01-11-0001,2026-01-10T22:15:21Z,23999.39,USD,SYNTH-BANK-REF-000188,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0001
SYNTH-BANK-000189,SYNTH-BATCH-USD-2026-01-11-0002,2026-01-10T23:30:19Z,15932.9,USD,SYNTH-BANK-REF-000189,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0002
SYNTH-BANK-000190,SYNTH-BATCH-USD-2026-01-12-0000,2026-01-11T22:17:20Z,21810.22,USD,SYNTH-BANK-REF-000190,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0000
SYNTH-BANK-000191,SYNTH-BATCH-USD-2026-01-12-0001,2026-01-11T23:34:36Z,20553.04,USD,SYNTH-BANK-REF-000191,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0001
SYNTH-BANK-000192,SYNTH-BATCH-USD-2026-01-12-0002,2026-01-11T22:16:57Z,17093.67,USD,SYNTH-BANK-REF-000192,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0002
SYNTH-BANK-000193,SYNTH-BATCH-USD-2026-01-13-0000,2026-01-12T23:58:12Z,19175.91,USD,SYNTH-BANK-REF-000193,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0000
SYNTH-BANK-000194,SYNTH-BATCH-USD-2026-01-13-0001,2026-01-12T23:08:26Z,23118.68,USD,SYNTH-BANK-REF-000194,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0001
SYNTH-BANK-000195,SYNTH-BATCH-USD-2026-01-13-0002,2026-01-12T21:46:04Z,16115.46,USD,SYNTH-BANK-REF-000195,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0002
SYNTH-BANK-000196,SYNTH-BATCH-USD-2026-01-14-0000,2026-01-13T23:51:58Z,25888.12,USD,SYNTH-BANK-REF-000196,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0000
SYNTH-BANK-000197,SYNTH-BATCH-USD-2026-01-14-0001,2026-01-13T21:29:36Z,20791.67,USD,SYNTH-BANK-REF-000197,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0001
SYNTH-BANK-000198,SYNTH-BATCH-USD-2026-01-14-0002,2026-01-13T23:31:26Z,23755.12,USD,SYNTH-BANK-REF-000198,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0002
SYNTH-BANK-000199,SYNTH-BATCH-USD-2026-01-15-0000,2026-01-14T21:40:19Z,25123.14,USD,SYNTH-BANK-REF-000199,Synthetic settlement for SYNTH-BATCH-USD-2026-01-15-0000
SYNTH-BANK-000200,SYNTH-BATCH-USD-2026-01-15-0001,2026-01-14T23:32:28Z,21554.71,USD,SYNTH-BANK-REF-000200,Synthetic settlement for SYNTH-BATCH-USD-2026-01-15-0001
SYNTH-BANK-000201,SYNTH-BATCH-USD-2026-01-15-0002,2026-01-14T21:44:48Z,24027.03,USD,SYNTH-BANK-REF-000201,Synthetic settlement for SYNTH-BATCH-USD-2026-01-15-0002
SYNTH-BANK-000202,SYNTH-BATCH-USD-2026-01-16-0000,2026-01-15T23:19:31Z,19268.55,USD,SYNTH-BANK-REF-000202,Synthetic settlement for SYNTH-BATCH-USD-2026-01-16-0000
SYNTH-BANK-000203,SYNTH-BATCH-USD-2026-01-16-0001,2026-01-15T23:18:31Z,23724.26,USD,SYNTH-BANK-REF-000203,Synthetic settlement for SYNTH-BATCH-USD-2026-01-16-0001
SYNTH-BANK-000204,SYNTH-BATCH-USD-2026-01-16-0002,2026-01-16T00:01:45Z,20487.18,USD,SYNTH-BANK-REF-000204,Synthetic settlement for SYNTH-BATCH-USD-2026-01-16-0002
SYNTH-BANK-ONLY-000001,SYNTH-BATCH-BANK-ONLY-000001,2026-01-02T00:00:00Z,25.0,USD,SYNTH-BANK-ONLY-REF-000001,Synthetic bank-only entry with no processor batch
SYNTH-BANK-ONLY-000002,SYNTH-BATCH-BANK-ONLY-000002,2026-01-03T00:00:00Z,25.0,USD,SYNTH-BANK-ONLY-REF-000002,Synthetic bank-only entry with no processor batch
SYNTH-BANK-ONLY-000003,SYNTH-BATCH-BANK-ONLY-000003,2026-01-04T00:00:00Z,25.0,USD,SYNTH-BANK-ONLY-REF-000003,Synthetic bank-only entry with no processor batch
SYNTH-BANK-ONLY-000004,SYNTH-BATCH-BANK-ONLY-000004,2026-01-05T00:00:00Z,25.0,USD,SYNTH-BANK-ONLY-REF-000004,Synthetic bank-only entry with no processor batch
SYNTH-BANK-ONLY-000005,SYNTH-BATCH-BANK-ONLY-000005,2026-01-06T00:00:00Z,25.0,USD,SYNTH-BANK-ONLY-REF-000005,Synthetic bank-only entry with no processor batch
